##SYN
	0	
00476965	1	contract; 'The material drew after it was washed in hot water'
00477107	1	distort adversely; 'Jealousy had jaundiced his judgment'
00477247	1	shape by blowing; 'Blow a glass vase'
00477382	1	shape into a block or blocks; 'block the graphs so one can see the results clearly'
00477528	1	shape by using a block; 'Block a hat'; 'block a garment'
00477665	1	become misshapen; 'The sidewalk deformed during the earthquake'
00477828	1	form into the shape of a cup; 'She cupped her hands'
00477941	1	make imperfect; 'nothing marred her beauty'
00478217	1	put an end to; kill; 'The Nazis snuffed out the life of many Jewish children'
00478488	1	destroy or extinguish as if by stamping with the foot; 'Stamp fascism into submission'; 'stamp out tyranny'
00478682	1	extinguish by crushing; 'stub out your cigar'
00478830	1	mark for deletion, rub off, or erase; 'kill these lines in the President's speech'
00479060	1	kill by submerging in water; 'He drowned the kittens'
00479176	1	kill a large number of people indiscriminately; 'The Hutus massacred the Tutsis in Rwanda'
00479391	1	remove from memory or existence; 'The Turks erased the Armenians in 1915'
00479598	1	make mechanical; 'mechanize the procedure'
00479817	1	make mechanical or routine
00479932	1	make automatic or control or operate automatically; 'automatize the production'; 'automate the movement of the robot'
00480221	1	turn into an automaton
00480396	1	make semiautomatic; 'Can we semi-automatize the semantic tagging process?'
00480569	1	make monotonous; make automatic or routine; 'If your work becomes too mechanized, change jobs!'
00480751	1	equip with armed and armored motor vehicles; 'mechanize armies'
00480969	1	arrange according to a system or reduce to a system; 'systematize our scientific knowledge'
00481391	1	systematize, as by classifying and summarizing; 'the government digested the entire law into a code'
00481555	1	become assimilated into the body; 'Protein digests in a few hours'
00481739	1	organize into a code or system, such as a body of law; 'Hammurabi codified the laws'
00481941	1	make final; put the last touches on; put into final form; 'let's finalize the proposal'
00482180	1	bring into consonance, harmony, or accord while making music or singing
00482473	1	bring into consonance or accord; 'harmonize one's goals with one's abilities'
00482749	1	harmonize with or adjust to; 'key one's actions to the voters' prevailing attitude'
00482893	1	make (one thing) compatible with (another); 'The scientists had to accommodate the new results with the existing theories'
00483181	1	bring (several things) into consonance or relate harmoniously; 'harmonize the different interests'
00483466	1	give pleasant proportions to; 'harmonize a building with those surrounding it'
00483656	1	regulate the musical pitch of
00483801	1	separate into isolated compartments or categories; 'You cannot compartmentalize your life like this!'
00484166	1	come or bring to a finish or an end; 'He finished the dishes'; 'She completed the requirements for her Master's Degree'; 'The fastest runner finished the race in just over 2 hours; others finished in over 4 hours'
00484712	1	finish up or conclude; 'They topped off their dinner with a cognac'; 'top the evening with champagne'
00484892	1	finish a task completely; 'I finally got through this homework assignment'
00485147	1	remain with until completion; 'I must see the job through'
00485274	1	fill out; 'These studies round out the results of many years of research'
00485435	1	finish or complete, as with some decisive action; 'he capped off the meeting with a radical proposal'
00485609	1	end, especially to reach a final or climactic stage; 'The meeting culminated in a tearful embrace'
00485891	1	be the culminating event; 'The speech crowned the meeting'
00486018	1	pursue to a conclusion or bring to a successful issue; 'Did he go through with the treatment?'; 'He implemented a new economic plan'; 'She followed up his recommendations with a written proposal'
00486557	1	follow through or carry out a plan without deviation; 'They adhered to their plan'
00486703	1	become fixed (on); 'Her eyes fixated on a point on the horizon'
00486850	1	be fixed as if by glue; 'His eyes were glued on her'
00486998	1	make fixed, stable or stationary; 'let's fix the picture to the frame'
00487182	1	become polarized in a conflict or contrasting situation
00487350	1	cause to concentrate about two conflicting or contrasting positions
00487554	1	cause to vibrate in a definite pattern; 'polarize light waves'
00487748	1	corrupt, debase, or make impure by adding a foreign or inferior substance; often by replacing valuable ingredients with inferior ones; 'adulterate liquor'
00488175	1	thin by adding water to; 'They watered down the moonshine'
00488301	1	make less strong or intense; 'water down the mixture'
00488430	1	alter and make impure, as with the intention to deceive; 'Sophisticate rose water with geraniol'
00488617	1	remove substances from by a percolating liquid; 'leach the soil'
00488770	1	expose to cool or cold air so as to cool or freshen; 'air the old winter clothes'; 'air out the smoke-filled rooms'
00489029	1	expose to warm or heated air, so as to dry; 'Air linen'
00489145	1	make linear or get into a linear form; 'a catalyst linearizes polyethylene'
00489299	1	bestow glory upon; 'The victory over the enemy glorified the Republic'
00489496	1	cause to seem more splendid; 'You are glorifying a rather mediocre building'
00489699	1	adjust the spaces between words; 'justify the margins'
00489837	1	express as a number or measure or quantity; 'Can you quantify your results?'
00490285	1	measure precisely and against a standard; 'the wire is gauged'
00490428	1	measure with or as if with scales; 'scale the gold'
00490586	1	measure with a meter; 'meter the flow of water'
00490722	1	measure (distances) by pacing; 'step off ten yards'
00490968	1	measure the time or duration of an event or action or the person who performs an action in a certain period of time; 'he clocked the runners'
00491313	1	time incorrectly; 'She mistimed the marathon runner'
00491456	1	go back to a statistical means
00491551	1	perform or finish an action rapidly; 'The game was clicked off in 1:48'
00491689	1	measure the depth of (a body of water) with a sounding line
00491910	1	measure by (the volume or concentration of solutions) by titration
00492095	1	use as a quantifier
00492225	1	become soiled and dirty
00492310	1	make unclean; 'foul the water'
00492410	1	spot, stain, or pollute; 'The townspeople defiled the river by emptying raw sewage into it'
00492706	1	make impure; 'The industrial wastes polluted the lake'
00493052	1	rid of contamination; 'The soil around the housing development had to be decontaminated by the city'
00493259	1	make radioactive by adding radioactive material; 'Don't drink the water--it's contaminated'
00493517	1	lower in value by increasing the base-metal content
00493703	1	lower the value or quality of; 'The tear devalues the painting'
00493929	1	remove the value from; deprive of its value
00494103	1	deprive of value for payment; 'demonetize a coin'
00494269	1	place or set apart; 'They isolated the political prisoners from the other inmates'
00494613	1	separate or isolate (one thing) from another and place in a group apart from others; 'the sun segregates the carbon'; 'large mining claims are segregated into smaller claims'
00494880	1	put in a ghetto; 'The Jews in Eastern Europe were ghettoized'
00495038	1	protect from heat, cold, or noise by surrounding with insulating material; 'We had his bedroom insulated before winter came'
00495336	1	provide with weatherstripping; 'The window must be weatherstripped before the cold weather sets in'
00495505	1	insulate against noise; 'Proust had his apartment soundproofed'
00495636	1	seclude from the world in or as if in a cloister; 'She cloistered herself in the office'
00495808	1	set apart from others; 'The dentist sequesters the tooth he is working on'
00495998	1	keep away from others; 'He sequestered himself in his study to write a book'
00496266	1	place into enforced isolation, as for medical reasons; 'My dog was quarantined before he could live in England'
00496489	1	leave stranded on a desert island without resources; 'The mutinous sailors were marooned on an island'
00496673	1	leave unchanged; 'let it be'
00496770	1	obtain in pure form; 'The chemist managed to isolate the compound'
00496956	1	isolate beforehand
00497061	1	increase or raise; 'boost the voltage in an electrical circuit'
00497219	1	treat with ammonia; cause to undergo ammonification
00497391	1	impregnate with thorium oxide to increase thermionic emission
